r,u,V
36.32605434633606,1.2170157050937987e-14,-0.02752845080464575
36.336056013278885,1.2052361359472229e-14,-0.027520873471643524
36.346057680221705,1.1935704915370067e-14,-0.027513300308885113
36.35605934716453,1.1820176709786104e-14,-0.027505731312928765
36.36606101410735,1.1705765840161617e-14,-0.027498166480336535
36.37606268105018,1.1592461509194315e-14,-0.027490605807674234
36.386064347993,1.1480253023838577e-14,-0.027483049291511477
36.396066014935826,1.1369129794279373e-14,-0.027475496928421626
36.406067681878646,1.1259081332953374e-14,-0.027467948714981826
36.41606934882147,1.115009725354772e-14,-0.02746040464777297
36.42607101576429,1.1042167270042306e-14,-0.027452864723379718
36.43607268270712,1.0935281195720626e-14,-0.027445328938390464
36.44607434964995,1.0829428942230776e-14,-0.02743779728939736
36.45607601659277,1.0724600518622203e-14,-0.027430269772996303
36.466077683535595,1.0620786030415184e-14,-0.027422746385786897
36.476079350478415,1.0517975678672403e-14,-0.027415227124372516
36.48608101742124,1.041615975906468e-14,-0.027407711985360215
36.49608268436406,1.0315328660964203e-14,-0.027400200965360808
36.50608435130689,1.0215472866556501e-14,-0.02739269406098879
36.51608601824971,1.0116582949913972e-14,-0.02738519126886239
36.526087685192536,1.0018649576137118e-14,-0.027377692585603526
36.536089352135356,9.921663500462585e-15,-0.02737019800783783
36.54609101907818,9.825615567396104e-15,-0.0273627075321946
36.556092686021,9.730496709853878e-15,-0.027355221155306857
36.56609435296383,9.636297948304993e-15,-0.027347738873811277
36.57609601990665,9.543010389933422e-15,-0.027340260684348243
36.58609768684948,9.450625227790507e-15,-0.027332786583561777
36.596099353792304,9.359133739985088e-15,-0.0273253165680996
36.606101020735125,9.268527288839161e-15,-0.027317850634613092
36.61610268767795,9.178797320096795e-15,-0.02731038877975727
36.62610435462077,9.08993536210132e-15,-0.027302931000190836
36.6361060215636,9.001933025018362e-15,-0.027295477292576108
36.64610768850642,8.914782000024998e-15,-0.02728802765357908
36.656109355449246,8.828474058545089e-15,-0.027280582079869352
36.666111022392066,8.743001051459787e-15,-0.02727314056812019
36.67611268933489,8.658354908363957e-15,-0.027265703115008467
36.68611435627771,8.57452763677955e-15,-0.027258269717214692
36.69611602322054,8.491511321420445e-15,-0.02725084037142298
36.70611769016336,8.409298123444036e-15,-0.027243415074321077
36.71611935710619,8.327880279714105e-15,-0.027235993822600314
36.726121024049014,8.247250102066838e-15,-0.027228576612955656
